id,title,release_date,popularity,vote_average,vote_count,overview
20122,Damnation,1988-10-20,1.489647,7.8,16.0,"Karrer plods his way through life in quiet desperation. His environment is drab and rainy and muddy. Eaten up with solitude, his hopelessness would be incurable but for the existence of the Titanik Bar and its beautiful, haunting singer. But the lady is married and Karrer is determined to keep her husband away..."
33673,His Kind of Woman,1951-08-29,4.285717,6.3,10.0,"Nick Ferraro, deported crime boss, needs to re-enter the USA. His plan involves ""honest"" gambler Dan Milner, who's subjected to a series of ""misfortunes,"" then bribed to take a trip to Mexico. En route, Dan meets chanteuse Lenore Brent, truly his kind of woman. But on arrival at posh Morros Lodge in Baja California, Dan finds the ostensibly rich, carefree guests all playing roles...except, possibly, ham actor Mark Cardigan. What does Ferraro want with him? Can he trust anyone?"
297853,Turn of Faith,2002-06-05,0.012656,0.0,0.0,"Mob drama starring Ray 'Boom Boom' Mancini, Mia Sara and Costas Mandylor."
18437,The Darwin Awards,2006-07-05,4.520783,5.2,54.0,"After botching the capture of a notorious serial killer, idiosyncratic detective Michael Burrows loses his job with the San Francisco Police. He becomes an investigator for an insurance company and joins forces with a cynical field agent to probe suspicious and unusual deaths."
38432,The Tarnished Angels,1957-11-21,1.309422,6.9,13.0,Story of a friendship between an eccentric journalist and a daredevil barnstorming pilot.
8270,The Lookout,2007-03-09,12.153493,6.6,209.0,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist."
9955,Blades of Glory,2007-03-30,5.956794,5.9,578.0,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team."
16201,Armbryterskan från Ensamheten,2004-10-01,0.078565,5.0,1.0,The tiny village in the far north of Sweden called Ensamheten (Solitude) has sixteen inhabitants. They all share an unusual passion - armwrestling.
57241,Kissed by Winter,2005-11-10,0.264445,6.8,4.0,"Following her son's death, Victoria moves to a small community to work as a doctor at the local clinic. She attempts to forget and move on with her life but finds it impossible when a local boy is found dead in the snow and Victoria must tell the boy's parents. Police quickly explains it as an accident but Victoria finds that there is something strange about the whole affair."
10172,Are We Done Yet?,2007-04-04,6.370205,5.1,152.0,Newlyweds Nick (Ice Cube) and Suzanne (Long) decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor (McGinley) with a bizarre approach to business.
1683,The Reaping,2007-04-05,9.825841,5.4,209.0,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp."
10107,Firehouse Dog,2007-04-04,7.078447,6.0,44.0,"Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid (Hutcherson) to get the station back on its feet."
1267,Meet the Robinsons,2007-03-23,10.529576,6.7,787.0,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom."
16018,American Hardcore,2006-09-22,1.078379,6.4,12.0,"Inspired by Steven Blush's book ""American Hardcore: A tribal history"" Paul Rachman's feature documentary debut is a chronicle of the underground hardcore punk years from 1979 to 1986. Interviews and rare live footage from artists such as Black Flag, Bad Brains, Minor Threat, SS Decontrol and the Dead Kennedys."
22311,The Inglorious Bastards,1978-02-08,9.461686,5.9,63.0,"Set in Europe during WWII, a group of American soldiers on their way to military prison are beset upon by a German artillery attack, escaping with Switzerland in their sights. Before making it any farther, they volunteer to steal a V2 warhead for the French Underground - taking them deep into the heart of German territory."
13249,Seraphim Falls,2006-09-13,5.034585,6.4,147.0,"The Civil War has ended, but Colonel Morsman Carver is on one final mission – to kill Gideon, no matter what it takes. Launched by a gunshot and propelled by rage, the relentless pursuit takes the two men through frigid snow-capped mountains and arid deserts, far from the comforts and codes of civilisation, into the bloodiest recesses of their own souls."
175027,Double Harness,1933-07-21,0.561833,8.0,3.0,"After tricking him into marriage, a woman (Ann Harding) tries to win the love of her philandering husband (William Powell)."
1272,Sunshine,2007-04-05,12.715571,7.0,1210.0,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope."
23024,Judge Priest,1934-09-28,0.380048,6.2,5.0,"Judge Priest, a proud Confederate veteran, restores the justice in a small town in the Post-Bellum Kentucky using his common sense and his great sense of humanity."
1590,Copying Beethoven,2006-09-10,2.331416,6.3,44.0,"A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world."
32390,Royal Palace,2005-11-23,4.057695,5.8,73.0,"Eugenia is the queen of an imaginary European country. When her husband dies, quite unexpectedly, the country is left without a king. According to the law, the new king needs to be married so that leaves out the eldest son. Her youngest son, Prince Arnaud is married to the lovely Armelle and they have two young children. They become the future rulers of the kingdom."
9903,The Hoax,2006-10-14,4.78586,6.4,60.0,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s."
28433,No Way Out,1950-08-16,4.665032,6.3,8.0,"The Biddle brothers, shot while robbing a gas station, are taken to the prison ward of the County Hospital; Ray Biddle, a rabid racist, wants no treatment from black resident Dr. Luther Brooks. When brother John dies while Luther tries to save him, Ray is certain it's murder and becomes obsessed with vengeance. But there are black racists around too, and the situation slides rapidly toward violence."
22549,Ulysses' Gaze,1995-05-24,1.605995,7.1,12.0,"""A,"" a Greek filmmaker living in exile in the United States, returns to his native Ptolemas to attend a special screening of one of his extremely controversial films. But A's real interest lies elsewhere--the mythical reels of the very first film shot by the Manakia brothers, who, at the dawn of the age of cinema, tirelessly criss-crossed the Balkans and, without regard for national and ethnic strife, recorded the region's history and customs. Did these primitive, never-developed images really exist?"
10798,Sky Fighters,2005-10-15,10.77037,6.4,44.0,"Les Chevaliers du ciel (English: Sky Fighters) is a 2005 French film directed by Gérard Pirès about two air force pilots preventing a terrorist attack on the Bastille Day celebrations in Paris. It is based on Tanguy et Laverdure, a comics series by Jean-Michel Charlier and Albert Uderzo – of Astérix fame, which was also made into a hugely successful TV series from 1967 to 1969 making Tanguy and Laverdure, the two main heroes, part of popular Francophone culture."
47848,Scent of a Woman,1974-12-25,1.96765,7.4,28.0,"An army cadet accompanies an irascible, blind captain on a week-long trip from Turin to Naples. The captain, Fausto, who wants no pity, brooks no disagreement, and charges into every situation, nicknames the youth Ciccio, and spends the next few days ordering him about and generally behaving badly in public. In Rome, Fausto summons a priest to ask for his blessing; in Naples, where Fausto joins a blind lieutenant for drinking and revelry, the two soldiers talk quietly and seriously about ""going through with it."" Also in Naples is Sara, in love with Fausto, but treated cruelly by him. What do the blind soldiers plan? Can Sara soften Fausto's hardened heart?"
102227,"Welcome Back, Mr. McDonald",1997-11-08,1.186608,7.3,10.0,"A radio play is going to go on air at a Tokyo radio station. It is a weepy melodrama written by housewife Miyako, who is the winner of the competition run by the station. Suddenly, the hot-tempered lead actress Nokko decides she wants the name of her character to be Mary Jane and not Ritsuko. That leads to the chain of events which changes the play completely."
13377,How the Grinch Stole Christmas!,1966-12-18,6.353239,7.2,364.0,"Bitter and hateful, the Grinch is irritated at the thought of the nearby village having a happy time celebrating Christmas. So disguised as Santa Claus, with his dog made to look like a reindeer, he raids the village to steal all the Christmas things. The village is sure to have a sad Christmas this year."
14945,Origin: Spirits of the Past,2006-01-07,11.02494,6.6,40.0,It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary.
11515,Goya's Ghosts,2006-11-08,5.91265,6.6,100.0,"Painter Francisco Goya faces a scandal involving his muse, who is labeled a heretic by a monk."
7183,Perfect Stranger,2007-04-12,9.925255,5.4,242.0,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse."
8271,Disturbia,2007-04-12,18.006896,6.6,1038.0,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner."
1534,Pathfinder,2007-01-11,11.101549,5.4,173.0,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen."
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007-04-13,2.813335,6.5,35.0,"An action epic that explores the origins of the Aqua Teen Hunger Force (better known as Master Shake, Frylock, and Meatwad,) who somehow become pitted in a battle over an immortal piece of exercise equipment."
118536,The Private Affairs of Bel Ami,1947-04-25,0.397268,6.8,5.0,A self-serving journalist (George Sanders) uses influential women in late-1800s Paris and denies the one (Angela Lansbury) who truly loves him.
23397,Straight Time,1978-03-18,2.352594,6.8,34.0,"After being released on parole, a burglar attempts to go straight, get a regular job, and just go by the rules. He soon finds himself back in jail at the hands of a power-hungry parole officer."
35838,Tristana,1970-03-29,7.530264,7.2,42.0,"Tristana is a young Spanish woman left to the care of Don Lope, a protective but impoverished aristocrat. Don sells his possessions to avoid manual labor and champions the causes of the dispossessed and downtrodden of society. He takes advantage of the vulnerable Tristana, who leaves him when she falls in love with Horacio. Unable to commit to him, she returns to Don Lope when she falls ill. He asks for her hand in marriage, and she accepts after losing her leg to cancer. She chooses to remain in a passionless union rather than be subject to the harsh realities of a society that refuses to change to the needs of women. Taken from the novel by celebrated author Benito Perez Galdos."
20405,Puccini for Beginners,2006-01-01,1.610123,6.1,7.0,"When her inability to commit leads to a breakup with her girlfriend, opera-loving writer Allegra winds up in the bed of amiable professor Philip. He is so smitten with Allegra that he dumps his lover, Grace (Justin Kirk), and convinces Allegra to continue their affair. When Allegra meets Grace, sparks fly, and she begins a parallel romance, unaware that her new lover is the woman Philip left to be with her."
18777,Slow Burn,2005-09-12,6.300001,5.5,16.0,"A district attorney (Ray Liotta) is involved in a 24-hour showdown with a gang leader (LL Cool J) and is, at the same time, being manipulated by an attractive assistant district attorney (Jolene Blalock) and a cryptic stranger."
16392,Redline,2007-04-13,3.215155,4.5,46.0,A gorgeous young automobile fanatic--and front to the hottest unsigned band on the West coast--finds herself caught up in illegal drag-racing competitions organized by exotic car fanatics
17422,Summer Palace,2006-05-18,0.945871,7.2,10.0,"Country girl Yu Hong leaves her village, her family and her lover to study in Beijing. At university, she discovers an intense world of sexual freedom and forbidden pleasure. Enraptured, compulsive, she falls madly in love with fellow student Zhou Wei. Driven by obsessive passions they can neither understand nor control, their relationship becomes one of dangerous games - betrayals, recriminations, provocations - as all around them, their fellow students begin to demonstrate, demanding democracy and freedom.  Was the only Asian film selected to compete for the Palme d'Or in 2006.  In September of 2006, director Lou Ye was barred from making movies for five years because the film incorporated footage of the Tiananmen Square demonstrations and wasn't screened for Chinese officials. The Chinese government also demanded that all copies of the film be confiscated"
63951,In the Year of the Pig,1969-02-26,0.485044,6.0,6.0,"Both sober and sobering, producer-director Emile de Antonio’s In the Year of the Pig is a powerful and, no doubt for many, controversial documentary about the Vietnam War."
32627,The MacKintosh Man,1973-01-01,7.051042,6.4,20.0,"A member of British Intelligence assumes a fictitious criminal identity and allows himself to be caught, imprisoned, and freed in order to infiltrate a spy organization and expose a traitor."
1407,La Vie en Rose,2007-02-08,11.710507,7.3,433.0,"A swirling, impressionistic portrait of an artist who regretted nothing, writer-director Olivier Dahan's La Vie en Rose stars Marion Cotillard in a blazing performance as the legendary French icon Edith Piaf. From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee (Gerard Depardieu), who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th Century."
81309,Man - Woman Wanted,1973-04-22,0.20497,7.2,5.0,Falsely accused Warsaw art museum assistant goes into hiding as a woman.
15534,Griffin & Phoenix,2006-09-12,13.534117,6.6,31.0,A terminally ill man falls in love with a woman who has a secret that threatens their time spent together.
30694,The Resurrected,1991-10-06,1.857722,6.6,26.0,"Charles Dexter Ward's wife enlists the help of a private detective to find out what her husband is up to in a remote cabin owned by his family for centuries. The husband is a chemical engineer, and the smells from his experiments (and the delivery of what appear to be human remains at all hours) are beginning to arouse the attention of neighbors and local law enforcement officials."
1441,The Contract,2006-04-05,5.615957,5.5,152.0,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer."
6145,Fracture,2007-04-20,10.113628,7.1,908.0,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other."
9843,Big Nothing,2006-12-01,11.802069,6.5,130.0,"A frustrated, unemployed teacher joins forces with a scammer and his girlfriend in a blackmailing scheme."
54659,Woman on the Beach,2006-08-31,0.882777,7.4,7.0,"Stymied by writer's block while crafting his latest script, director Kim Jung-rae persuades his friend Won Chang-wook to drive him to a beach resort—where he promptly becomes involved with Chang-wook's girlfriend. Abandoning her and taking up with another woman, Jung-rae winds up creating enough drama to inspire his writing."
48994,Smash-Up: Story of a Woman,1947-03-01,0.553727,4.2,5.0,A nightclub singer uses alcohol in excess to sooth her painful life.
18767,Island of Fire,1990-01-01,11.366852,5.9,26.0,Someone in a prison run by a corrupt warden fakes the deaths of convicts to later use them as expendable assassins. A police officer is sent into the prison to gather evidence of the corruption.
10294,Vacancy,2007-04-20,7.712309,6.0,406.0,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film."
32623,Night of the Ghouls,1959-01-01,1.301056,4.7,11.0,Phony spiritualist raises the dead.
1987,Benny's Video,1993-04-14,5.865702,7.1,67.0,"A 14-year-old video enthusiast is so caught up in film fantasy that he can no longer relate to the real world, to such an extent that he commits murder and records an on-camera confession for his parents."
13067,In the Land of Women,2007-04-16,9.351276,5.8,163.0,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street."
10111,Confetti,2006-05-05,1.873214,6.0,20.0,A mockumentary that follows three couples as they battle it out to win the coveted title of 'Most Original Wedding of the Year'.
30307,The Devil Commands,1941-02-03,1.209468,5.9,8.0,A scientist kills innocent victims in his efforts to communicate with his late wife.
1268,Mr. Bean's Holiday,2007-03-22,10.19853,6.1,682.0,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things."
185158,The Grace Lee Project,2005-03-11,0.003305,0.0,0.0,Filmmaker Grace Lee leaves her Missouri home to travel the country and talk with an array of women who share her name.
21810,Adam & Paul,2004-08-27,3.311706,6.9,17.0,"This movie follows a day in the life of two Dublin Heroin addicts, Adam and Paul. Adam is the taller and slightly smarter of the two while Paul is his sidekick. Since they were small boys, Adam and Paul have withered into two hopeless, desperate Dublin junkies, tied together by habit and necessity."
9785,The Invisible,2007-04-27,6.097503,6.0,148.0,After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able help him is his attacker.
13280,Kickin' It Old Skool,2007-04-27,7.364206,4.1,29.0,"""Kickin' It Old Skool"" revolves around a 12-year-old breakdancer, who in 1986 hits his head while performing at a talent show and as a result is comatose for 20 years. He awakens to find he is a grown man. With the mind and experience of a young kid, he attempts to revive his and his dance team's short-lived career with the hopes of helping support his parents' failing yogurt shop."
14636,The Condemned,2007-04-27,12.256231,5.8,219.0,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor."
559,Spider-Man 3,2007-05-01,27.614265,5.9,3687.0,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle."
1950,Lucky You,2007-05-01,5.731132,5.4,83.0,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.
13352,It's a Very Merry Muppet Christmas Movie,2002-11-29,1.991539,5.4,15.0,"The owner of a bank (Miss Bitterman) wants to own the Muppet Theatre so she can build a nightclub over it. After she tricks Pepe into giving her the only copy of the contract between her father and the Muppets, she changes it so the Muppets have very little time to pay a debt they owe. Meanwhile, the Muppets are trying to put on a Christmas show. After the Muppets are confronted by Bitterman, they make a lot of sacrifices to save up so they can keep the Theatre."
28304,The Furies,1950-08-16,7.437611,6.8,13.0,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate."
20553,21 Up,1977-01-01,1.554186,7.9,18.0,"After another 7 year wait, director Michael Apted revisits the same group of British-born children from Seven Up! and 7 Plus Seven. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years."
24397,Kiss Me Again,2006-04-28,1.649473,4.6,5.0,"A married couple decides to test the boundaries of their relationship with a seductive Spanish woman. When an unlikely relationship ensues, all three are forced to rethink their definition of love."
20525,Hana,2006-06-02,1.51898,6.2,13.0,"In a poor district of Edo lives a young samurai named Soza. He has been sent by his clan to avenge the death of his father. He isn't an accomplished swordsman however, and he prefers sharing the life of the residents, teaching the kids how to write etc. When he finally finds the man he is looking for, he will have to decide whether he follows the way of the samurai or chooses peace and reconciliation."
13894,Sharkwater,2006-09-11,2.814765,7.8,20.0,"Driven by passion fed from a life-long fascination with sharks, Stewart Stewart debunks historical stereotypes and media depictions of sharks as bloodthirsty, man-eating monsters and reveals the reality of sharks as pillars in the evolution of the seas."
38907,West,2002-05-23,0.565893,6.3,3.0,"""Occident"" is a bitter comedy about the people who want to emigrate from Romania, and about those who stay behind. The movie has a rich, interesting structure: there are three different stories - a weeklong in the film - that cross, interconnect and happen in the same period. The characters influence each others lives, sometimes even without knowing. Main characters from one story become secondary characters in another story. At the same time, scenes from the first part of the movie bring unexpected facts when seen the second or the third time. The stories do not have just one ending: the first story ends in each of the third parts in a different point, suggesting radically different solutions for the characters. The way in which the director fits time and links events together often produces thematically unexpected results."
18549,Flannel Pajamas,2006-11-17,0.004998,0.0,0.0,"A study of a relationship that starts quickly, burns bright, and then gets rocky, not from any one thing, but from an accumulation of civilization and its discontents. Stuart is glib and generous, Nicole is shy and forthright. Is love enough to see them through?"
37933,Tales from Earthsea,2006-07-29,9.409701,6.5,278.0,"Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons, which shouldn't enter the world of humans. Due to all these bizarre events, Ged, a wandering wizard, is investigating the cause. During his journey, he meets Prince Arren, a young distraught teenage boy. While Arren may look like a shy young teen, he has a severe dark side, which grants him strength, hatred, ruthlessness and has no mercy, especially when it comes to protecting Teru. For the witch Kumo this is a perfect opportunity. She can use the boy's ""fears"" against the very one who would help him, Ged."
20025,Thieves' Highway,1949-10-10,5.44131,7.1,20.0,"War-veteran truck driver ""Nick"" Garcos (Conte) arrives at home to find his father, a farmer, crippled. He learns that his father was crippled at the hands of an amoral produce dealer in San Francisco, Mike Figlia (Cobb). Garcos vows revenge."
14240,Maniac Cop,1988-05-13,6.595038,5.7,87.0,"In New York, people are slain and strangled to death brutally on the open street. All witnesses agree that the murderer was in a cop's uniform. Soon the police searches and finds a suspect in its own ranks: Jack Forrest, turned in by his own wife. To prove his innocence, he has to investigate on his own."
13574,Year of the Dog,2007-04-13,2.187418,5.1,22.0,A secretary's life changes in unexpected ways after her dog dies.
13569,Thr3e,2006-12-01,1.724012,4.8,21.0,Innocent lives hang on the whim of an elusive psychopathic murderer whose strange riddles and impossible timelines force three people into a mission to end the game before one or all of them die.
49081,The Rocket: The Legend of Rocket Richard,2005-10-25,0.860734,6.1,17.0,"In the late 1930s, a young machinist named Maurice Richard distinguished himself as a ice hockey player of preternatural talent. Although that was enough to get him into the Montreal Canadiens, his frequent injuries cost him the confidence of his team and the fans. In the face of these doubts, Richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""The Rocket."" However for all his success, Richard and his fellow French Canadians face constant discrimination in a league dominated by the English speaking. Although a man of few words, Richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. In the face of these challenges, Richard must decide who exactly is he playing for."
17439,Diggers,2006-01-01,3.662818,5.5,10.0,"Diggers is a coming-of-age story directed by Katherine Dieckmann. It portrays four working-class friends who grow up in The Hamptons, on the South Shore of Long Island, New York, as clam diggers in 1976. Their fathers were clam diggers as well as their grandfathers before them. They must cope with and learn to face the changing times in both their personal lives and their neighborhood."
13171,The Ex,2006-12-01,5.976385,5.0,64.0,"When his lawyer wife, Sofia, becomes pregnant, chronic underachiever Tom Reilly must take a job at his father-in-law's advertising firm. Tom has to adjust to the demands of a very high-powered job, and he finds himself in an increasingly hostile office rivalry with Chip, Sofia's paraplegic former lover."
16447,Woman Is the Future of Man,2004-05-14,1.345288,6.4,6.0,"As the first snow falls in Seoul, two old friends reunite; one is a successful college professor, and the other, a struggling filmmaker recently returned from the United States. After their reminiscences, they finally decide to go in search of the young woman each had romanced years earlier."
4977,Paprika,2006-10-01,7.128022,7.7,416.0,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it: Paprika."
15008,The Flying Scotsman,2006-08-16,2.228211,6.7,14.0,"Based on the incredible true story of amateur cyclist Graeme Obree, who breaks the world one-hour record on a bike he made out of washing machine parts."
31866,Sylvia Scarlett,1935-12-11,1.094282,5.0,12.0,"Sylvia Scarlett and her father, Henry, flee France one step ahead of the police. Henry, while employed as a bookkeeper for a lace factory, was discovered to be an embezzler. While on the channel ferry, they meet a ""gentleman adventurer"", Jimmy Monkley, who partners with them in his con games."
46875,Fixed Bayonets!,1951-11-21,3.183964,6.1,7.0,"The story of a platoon during the Korean War. One by one, Corporal Denno's superiors are killed until it comes to the point where he must try to take command responsibility."
27904,Syndromes and a Century,2006-08-31,1.851507,7.1,18.0,"A Buddhist meditation on the mysteries of love and attraction, the workings of memory, and the ways in which happiness is triggered."
11705,Red Road,2006-05-20,11.054764,6.3,62.0,"Jackie is a CCTV operator. Each day, she watches over a small part of the world, protecting the people living their lives under her gaze. One day, a man shows his face on her monitor, a man she thought she would never see again, a man she hoped never to see again. Now she has no choice and is compelled to confront him."
19947,The Adventures of Mark Twain,1985-03-01,2.03644,7.0,22.0,"Based on elements from the stories of Mark Twain, this feature-length Claymation fantasy follows the adventures of Tom Sawyer, Becky Thatcher and Huck Finn as they stowaway aboard the interplanetary balloon of Mark Twain. Twain, disgusted with the human race, is intent upon finding Halley's Comet and crashing into it, achieving his ""destiny."" It's up to Tom, Becky, and Huck to convince him that his judgment is wrong and that he still has much to offer humanity that might make a difference. Their efforts aren't just charitable; if they fail, they will share Twain's fate. Along the way, they use a magical time portal to get a detailed overview of the Twain philosophy, observing the ""historical"" events that inspired his works."
43969,At Five in the Afternoon,2003-05-16,0.336821,6.6,7.0,"Nogreh is a young Afghani woman living with her father and her sister-in-law, Leylomah, whose husband, Akhtar, is missing. Beyond the issue of Akhtar, Leylomah is most concerned with how to feed her baby. She cannot provide milk for her baby as her own hunger is preventing her from lactating. Nogreh, however, aspires toward a life in a western styled democracy. Although the Taliban are no longer in power in Afghanistan, traditional forces are still active in the country. Nogreh often displays signs of rebellion, such as wearing a pair of white pumps instead of the traditional slipper beneath her burqa. But mostly, Nogreh wants to be educated. Without her father's knowledge, Nogreh is attending a secular girls school. Ultimately, she wants to become President of Afghanistan. With the help of a Pakistani refugee who likes her as a woman, Nogreh tries to understand exactly what forces led to current world leaders being elected, those forces which she wants to emulate."
2269,Day Watch,2006-01-01,7.42908,6.2,170.0,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event."
11798,This Is England,2006-09-12,2.514638,7.4,370.0,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows."
28772,One Night in Mongkok,2004-05-15,1.294122,6.9,14.0,"Hong Kong nihilism. December 22, a street quarrel leads to the death of a gang leader's son. Next day, he seeks revenge on his brother, a rival boss. He calls on Liu, a fixer, to import a hit man from the mainland. Lai Fu, a tough and youthful hick, arrives with a day pass. The cops, led by the morose Milo, hear about the killer; they open a full-scale Christmas Eve operation to find the warring brothers and Lai Fu. Lai Fu rescues a hooker, Dan Dan, from a sadist and asks her to help him find his way around Mongkok. By nightfall, Liu has double crossed Lai Fu, the brothers are hiding, the cops are everywhere, and Lai Fu and Dan Dan are on the run. Peace on earth, good will to all?"
1919,Away from Her,2006-09-11,6.157162,6.9,54.0,"A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, a wheel chair-bound mute who also is a patient at the nursing home."
4964,Knocked Up,2007-06-01,9.058516,6.2,1255.0,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant."
2976,Hairspray,2007-07-13,7.768045,6.5,738.0,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos."
8421,Zidane - A 21st Century Portrait,2006-05-23,0.610932,5.5,16.0,"Halfway between a sports documentary and an conceptual art installation, ""Zidane"" consists in a full-length soccer game (Real Madrid vs. Villareal, April 23, 2005) entirely filmed from the perspective of soccer superstar Zinedine Zidane."
41380,The Prodigal Son,1981-11-10,0.368264,6.6,8.0,"A rich man's son (Yuen Biao) believes himself to be the best kung fu fighter in Canton. Unfortunately, his father, anxious for his son's safety, bribes all his opponents to lose. After a humiliating defeat at the hands of an actor in a traveling theatre company, the son resolves to find a better teacher. Furious kung fu battles and slapstick comedy."
1562,28 Weeks Later,2007-04-26,12.884191,6.5,1225.0,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims."
13159,Georgia Rule,2007-05-11,7.281643,5.6,130.0,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken."
